age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income>50K
25,0,22,8,1,8,5,0,0,0,0,35,0,0
4,0,16,9,2,7,1,0,1,0,0,39,0,0
7,0,26,2,2,2,1,0,1,0,0,39,36,0
10,0,3,9,2,5,3,0,0,0,0,34,0,0
56,8,19,8,0,14,2,0,1,0,0,19,0,0
7,4,21,8,2,9,3,0,1,0,0,39,17,0
46,4,6,8,0,10,2,0,1,0,0,39,0,0
36,0,2,9,0,8,2,0,1,0,0,39,0,0
42,0,11,9,1,2,5,0,0,0,0,41,23,0
9,0,11,12,2,3,3,0,0,0,0,39,0,0
8,0,25,12,2,4,3,4,1,0,0,39,0,0
3,0,16,9,2,12,1,0,1,0,0,7,0,0
27,0,6,9,0,4,2,0,1,0,0,39,0,0
31,4,35,8,3,8,5,4,0,0,0,39,0,0
23,0,5,8,1,2,5,0,0,0,0,39,0,0
33,0,8,10,5,6,5,0,1,0,27,41,0,0
37,8,16,2,4,14,5,4,0,0,0,29,0,0
16,0,1,10,2,1,3,0,1,0,0,44,0,0
18,0,21,9,0,5,2,0,1,0,0,49,0,1
12,0,12,8,1,1,3,0,1,0,0,44,0,0
41,8,14,10,4,14,5,0,0,0,0,37,0,0
9,0,17,9,2,8,3,2,0,0,0,19,0,0
4,8,13,9,2,14,1,0,1,0,0,23,0,0
5,8,13,9,2,14,5,0,0,0,0,34,0,0
18,0,6,12,0,5,2,0,1,0,0,49,0,1
22,2,5,12,0,4,2,0,1,15,0,79,0,1
34,0,12,8,0,4,2,0,1,7,0,49,0,1
8,4,15,9,1,6,3,4,1,0,0,49,0,0
21,4,11,9,0,0,2,0,1,0,0,44,0,1
28,0,11,9,1,7,5,0,1,0,0,57,0,1
12,0,5,9,0,3,0,0,0,0,0,39,0,0
26,0,14,12,0,4,2,0,1,0,0,39,0,1
58,0,5,9,1,8,3,0,0,0,0,8,0,0
22,1,12,8,0,1,2,0,1,0,0,49,0,0
28,1,12,13,0,5,2,0,1,0,0,39,0,0
28,0,6,6,1,7,5,3,0,0,0,45,3,0
10,0,6,8,2,7,3,0,1,0,0,39,0,0
20,0,12,8,0,2,2,4,1,0,0,39,0,0
25,0,6,11,0,4,0,0,0,0,0,49,0,1
51,0,14,14,0,5,2,0,1,20,0,47,0,1
23,4,13,7,0,0,2,0,1,0,0,49,0,0
41,0,12,1,4,11,3,4,0,0,0,29,0,0
13,0,6,10,3,1,3,0,1,0,0,39,0,0
15,2,2,12,2,9,3,0,0,0,0,44,0,0
18,8,12,8,2,14,5,4,0,0,0,39,0,0
28,0,13,9,0,10,2,0,1,0,0,39,0,0
13,0,8,15,2,5,1,0,1,0,0,39,0,0
14,0,15,9,2,6,5,0,0,0,0,39,0,0
11,0,10,8,2,10,3,0,1,0,0,39,0,0
11,0,12,9,0,3,2,0,1,0,0,49,0,0
16,0,4,8,2,6,3,0,0,0,0,44,0,0
42,0,2,5,0,2,0,0,0,0,0,7,0,0
19,4,14,9,0,12,2,0,1,0,0,39,0,0
5,0,16,8,2,6,1,0,1,0,0,35,0,0
12,0,11,9,2,1,5,0,1,0,0,39,0,0
30,1,15,9,1,4,3,0,1,0,0,49,0,0
20,1,1,8,3,2,5,0,0,0,0,39,0,0
56,0,13,6,4,8,5,0,0,0,0,39,0,0
19,0,14,8,0,7,0,4,0,0,0,39,0,0
17,3,20,10,1,1,5,4,0,0,0,39,0,1
53,0,8,6,2,7,3,0,0,0,0,39,0,0
19,0,2,8,0,7,2,0,1,0,0,39,0,0
15,0,21,8,3,8,5,0,0,0,0,19,41,0
18,0,9,8,0,0,0,0,0,0,0,31,0,0
14,0,9,6,0,2,2,0,1,0,0,39,20,0
12,0,6,12,2,10,3,0,1,0,0,54,0,0
38,0,13,12,0,3,2,0,1,0,0,34,0,1
31,0,17,9,0,5,2,0,1,0,0,49,0,1
8,0,4,8,2,6,5,4,0,0,0,39,0,0
36,1,21,12,0,5,2,0,1,0,0,59,0,1
4,0,1,8,2,6,1,2,1,0,0,47,0,0
27,2,11,13,0,4,2,0,1,5,0,44,0,0
29,0,28,3,3,2,5,0,0,0,0,39,20,0
13,1,6,8,3,1,3,0,1,0,0,34,0,0
31,0,5,13,1,4,5,0,1,0,0,41,0,0
8,0,23,8,2,1,1,0,1,0,0,39,0,0
35,0,5,8,0,5,2,0,1,0,0,39,0,0
1,0,15,6,2,3,1,0,1,0,0,11,0,0
21,0,0,10,0,1,2,0,1,0,39,39,0,1
11,0,9,15,2,5,3,0,0,0,0,69,0,0
13,0,22,12,0,4,0,0,1,0,0,39,0,1
2,8,10,7,2,14,1,0,1,0,0,24,0,0
20,1,1,11,1,3,5,0,0,0,0,34,0,0
42,4,18,12,2,5,3,0,0,0,0,39,0,0
10,1,5,9,0,1,2,0,1,0,0,44,0,0
49,8,12,9,0,14,2,0,1,0,0,29,0,1
41,0,4,8,0,3,2,0,1,0,0,39,0,1
43,0,12,8,0,1,2,0,1,0,0,39,0,0
11,0,11,8,0,7,2,0,1,0,0,39,0,0
15,1,22,12,2,0,3,0,1,0,0,39,0,0
5,0,12,9,2,3,1,0,0,0,0,23,0,0
13,0,1,9,2,8,3,0,1,0,0,59,0,0
2,0,9,6,2,2,1,0,1,0,0,39,0,0
36,0,1,5,0,1,2,0,1,0,37,46,0,1
41,2,6,12,1,5,3,0,1,0,0,79,0,0
26,8,8,8,0,14,2,0,1,0,0,39,0,0
39,8,6,8,0,14,0,1,0,0,0,39,0,0
44,0,1,3,2,10,3,0,1,0,0,47,0,1
15,0,10,12,0,5,2,0,1,7,0,39,4,1
7,0,7,12,2,8,1,0,0,0,0,39,0,0
11,0,17,8,2,3,1,0,1,0,0,39,0,0
7,8,5,9,2,14,5,2,0,0,0,24,0,0
26,1,13,14,0,5,2,0,1,0,38,49,0,1
9,0,12,9,2,0,3,0,1,2,0,39,0,0
33,0,8,12,2,5,3,0,0,0,0,44,0,0
16,0,15,12,2,0,3,0,1,0,0,39,0,0
3,0,13,9,2,8,1,0,1,0,0,27,0,0
44,0,2,3,1,2,3,0,0,0,0,39,0,0
26,4,11,4,0,2,2,0,1,0,0,39,0,0
19,1,12,11,2,9,3,0,1,0,0,39,0,0
32,0,2,8,2,8,5,4,0,0,0,36,0,0
35,0,26,13,0,1,2,0,1,0,0,39,0,1
13,0,11,8,2,1,3,2,1,0,0,39,0,0
20,4,22,8,3,4,3,4,1,0,0,39,0,0
1,0,10,5,2,2,1,0,0,0,0,20,0,0
36,0,12,13,1,5,3,0,0,6,0,59,0,0
8,0,15,8,2,1,3,0,1,0,0,39,0,0
8,0,16,8,0,6,2,0,1,0,0,49,0,0
10,4,13,12,2,5,1,0,1,1,0,39,0,0
11,0,6,12,2,2,1,0,0,0,0,19,0,0
23,0,13,8,2,6,1,0,1,0,0,59,0,0
14,0,24,8,0,10,2,4,1,0,0,44,0,0
34,1,6,8,0,4,2,0,1,0,0,31,0,0
36,2,2,12,0,3,2,0,1,0,0,54,0,0
30,0,6,14,0,5,2,0,1,15,0,44,0,1
7,0,12,12,2,3,1,0,0,0,0,19,0,0
29,0,30,6,4,2,3,4,0,0,0,19,0,0
49,0,6,4,4,11,5,4,0,0,0,23,0,0
13,0,1,10,0,10,2,0,1,0,0,54,0,0
31,0,15,4,5,6,5,0,1,0,0,39,36,0
14,0,7,8,2,9,1,4,1,0,0,59,0,0
18,0,9,8,0,3,2,0,1,0,0,44,0,1
22,1,17,8,0,3,2,0,1,0,0,63,0,0
17,0,13,9,0,4,2,0,1,0,0,39,0,1
33,0,17,12,0,3,2,0,1,0,0,25,0,1
31,1,10,9,2,2,5,4,0,0,0,39,0,0
33,4,7,5,3,2,5,4,0,0,0,39,0,0
27,0,9,9,0,1,2,0,1,15,0,59,0,1
14,0,6,12,0,8,0,4,0,0,0,39,0,1
42,1,1,8,0,1,2,0,1,0,0,59,0,0
3,0,16,8,2,2,1,0,0,0,0,13,0,0
5,0,14,12,2,6,3,0,1,0,0,39,0,0
17,0,11,12,0,4,2,0,1,15,0,59,0,1
31,2,15,2,0,10,2,0,1,0,0,49,12,0
36,1,18,15,0,5,2,0,1,0,0,59,0,1
10,0,4,8,1,1,3,0,1,0,0,54,0,0
44,0,12,8,0,1,2,0,1,0,0,39,0,0
5,0,10,9,2,6,1,0,1,0,0,39,0,0
20,0,11,9,0,3,2,0,1,5,0,49,0,1
15,0,3,9,0,1,2,0,1,0,0,44,0,0
34,2,12,15,3,5,3,0,1,0,0,39,0,1
15,4,26,8,1,8,5,0,0,0,0,39,0,0
55,0,4,8,0,1,2,0,1,0,0,14,0,0
42,8,9,8,0,14,2,0,1,0,0,49,0,0
14,5,10,12,0,0,2,0,1,0,0,39,0,1
4,0,8,9,2,2,1,0,1,0,0,19,0,0
8,0,36,8,2,4,4,0,1,4,0,49,0,0
19,0,18,15,0,5,2,1,1,0,0,39,27,1
22,5,8,9,3,4,3,0,0,0,0,44,0,0
11,0,18,8,2,7,1,0,0,0,0,31,0,0
13,5,4,9,2,8,5,1,0,0,0,39,15,0
54,8,10,4,4,14,5,0,0,1,0,14,0,0
18,0,6,8,0,1,2,0,1,0,0,44,0,0
28,0,14,3,0,1,2,0,1,0,0,34,0,0
27,0,11,8,0,7,2,0,1,0,0,39,0,1
28,1,21,7,0,6,2,4,1,0,0,39,0,1
19,0,16,13,2,3,3,0,1,0,0,59,0,0
11,0,6,9,2,5,3,0,1,0,0,39,0,0
27,4,12,13,2,5,3,0,1,0,0,37,0,0
4,0,4,9,2,3,3,0,0,0,0,24,0,0
26,0,22,11,1,5,5,0,0,8,0,39,0,1
11,5,16,9,0,10,2,0,1,3,0,39,0,0
26,0,15,8,0,1,2,4,1,0,0,39,0,1
4,8,7,6,5,14,1,1,0,0,35,39,10,0
8,0,10,4,2,7,3,0,1,0,34,39,0,0
32,3,6,9,1,4,3,0,1,0,0,39,0,0
1,8,4,6,2,14,1,0,0,0,0,19,0,0
1,1,24,6,2,9,1,0,1,0,0,9,0,0
17,0,11,12,0,4,2,0,1,0,0,39,0,1
34,2,14,8,0,3,2,0,1,0,0,49,0,1
6,0,15,8,2,3,1,0,0,2,0,39,0,0
1,0,6,7,2,2,1,0,1,0,0,15,0,0
16,0,14,9,0,8,2,0,1,0,0,39,20,0
15,0,7,8,2,1,3,0,1,0,0,44,0,0
42,1,13,8,4,4,3,0,1,0,0,49,0,0
13,4,5,8,2,12,1,0,1,0,0,47,0,0
21,0,10,10,0,1,2,0,1,0,0,39,21,1
18,1,12,8,0,1,2,0,1,0,0,39,0,1
7,4,28,9,3,4,5,4,1,0,0,39,0,0
2,5,3,6,2,8,1,0,0,0,0,4,0,0
18,0,8,8,1,4,3,0,0,0,0,39,0,0
50,8,9,3,2,14,3,0,1,0,0,3,0,0
29,4,5,12,0,5,0,0,0,0,0,54,0,0
25,0,12,13,2,4,3,0,1,0,0,34,24,0
10,0,10,8,2,2,4,0,1,0,0,29,0,0
38,4,6,9,0,9,2,0,1,0,0,39,0,0
8,0,8,9,2,7,1,4,0,0,0,44,0,0
26,0,16,9,0,5,2,0,1,0,0,49,0,0
4,0,20,9,2,5,1,0,1,0,0,19,0,0
7,5,21,12,2,0,3,0,0,0,0,19,0,0
9,8,12,11,2,14,4,0,1,0,0,44,0,0
19,0,12,13,2,5,3,0,1,0,0,59,0,1
15,0,7,13,0,0,2,0,1,0,38,39,0,1
14,0,12,12,2,5,1,0,0,0,0,39,17,0
3,0,31,8,2,3,1,0,0,0,0,19,0,0
20,4,6,12,2,5,3,0,1,0,0,49,0,0
15,0,15,12,4,3,5,0,0,0,27,39,12,0
5,0,10,9,2,6,1,0,1,0,0,29,0,0
15,1,4,9,0,1,2,0,1,0,0,39,0,0
30,0,19,15,1,5,5,0,0,25,0,64,0,1
28,0,3,12,1,4,1,0,0,0,0,49,0,1
24,0,14,7,0,2,2,4,1,0,0,39,18,0
29,0,15,9,2,3,3,4,1,0,0,39,0,0
44,0,11,8,0,1,2,0,1,0,0,34,0,0
2,0,13,6,2,2,4,0,1,0,0,24,0,0
12,0,19,12,0,5,2,0,1,0,0,39,0,0
20,0,4,9,1,8,5,4,0,0,0,39,0,0
20,0,17,12,3,5,3,0,1,0,0,39,41,0
24,0,9,10,0,0,2,0,1,4,0,39,0,0
20,4,25,12,1,8,5,0,0,0,0,34,14,0
15,0,19,8,3,2,5,4,0,0,0,39,0,0
17,0,12,8,0,7,2,0,1,0,0,39,0,0
3,5,24,8,2,0,1,0,0,0,0,39,0,0
6,0,13,9,2,3,1,0,0,0,0,14,0,0
18,0,13,12,0,4,2,0,1,0,0,44,0,1
17,0,11,8,2,2,3,0,1,0,0,39,0,0
25,0,7,8,0,1,2,0,1,0,41,59,0,0
13,0,17,12,2,5,3,0,1,4,0,39,0,0
34,4,2,8,0,4,2,0,1,0,0,41,0,1
26,0,10,12,0,4,2,0,1,7,0,44,0,1
27,0,11,12,2,5,3,0,1,0,0,39,41,1
28,0,6,8,0,3,0,0,0,0,0,39,0,0
4,0,19,9,2,2,3,0,0,0,0,19,0,0
15,0,14,8,0,2,2,0,1,0,0,39,20,0
49,1,7,6,0,4,2,0,1,9,0,58,41,1
7,0,22,9,2,2,3,0,0,0,0,23,0,0
39,0,10,9,1,8,3,1,0,0,0,39,0,0
10,0,11,10,0,8,2,0,1,0,47,44,0,0
9,0,21,10,2,2,1,0,0,0,0,14,0,0
29,8,2,9,0,14,0,4,0,0,0,39,0,0
19,0,15,9,0,1,2,0,1,2,0,39,0,0
20,0,8,9,2,3,3,4,0,0,0,35,0,0
27,5,16,12,0,5,2,0,1,0,0,49,0,0
40,0,9,8,4,2,5,4,0,0,0,19,0,0
26,0,18,12,0,0,2,0,1,0,0,39,0,1
3,0,12,9,2,2,4,0,0,0,0,24,0,0
39,1,12,8,0,10,2,0,1,0,0,71,0,0
26,0,9,13,2,4,3,0,0,14,0,49,0,1
10,0,6,10,2,0,1,0,1,0,0,39,0,0
1,0,20,7,2,6,1,0,1,0,0,19,0,0
26,4,7,12,0,5,0,0,0,0,0,39,0,1
39,0,12,8,0,10,2,0,1,7,0,39,0,1
16,0,17,9,2,8,1,4,0,0,0,39,0,0
13,0,17,6,2,1,1,4,1,0,0,39,28,0
30,5,12,12,0,5,2,0,1,0,0,36,0,0
13,5,23,12,0,4,2,0,1,7,0,39,0,1
6,0,14,12,2,5,5,0,1,0,0,19,0,0
42,1,5,5,0,1,2,0,1,0,0,39,0,0
7,0,9,8,2,10,5,0,1,0,0,49,0,0
23,0,2,8,2,6,3,0,1,0,0,39,0,0
11,0,1,10,2,1,1,0,1,0,0,37,0,0
38,0,18,8,0,10,2,0,1,0,0,39,0,1
17,4,7,12,2,5,3,0,0,0,0,44,0,0
30,3,10,8,0,8,0,0,0,0,0,39,0,1
21,0,6,8,2,9,3,4,1,0,0,39,0,0
20,0,6,8,2,2,3,0,0,0,0,17,0,0
43,4,27,8,0,8,0,0,0,0,0,37,0,1
18,4,7,8,1,12,5,0,1,0,0,39,21,0
37,2,7,15,0,4,2,0,1,0,0,69,0,1
35,0,25,12,2,3,3,0,1,0,0,54,0,1
16,0,18,5,3,2,5,0,0,0,0,41,0,0
15,5,19,9,5,2,4,0,1,0,0,39,0,0
6,0,9,9,0,3,0,0,0,0,0,29,5,0
31,1,6,12,1,3,3,0,0,0,0,49,0,0
16,0,11,8,2,7,3,0,1,0,0,39,0,0
10,0,10,9,2,9,3,0,0,0,0,37,0,0
21,0,21,2,3,9,3,0,1,0,0,31,31,0
15,0,15,8,1,1,5,0,1,0,0,54,0,0
21,0,18,10,0,0,0,0,0,0,0,23,0,1
39,0,7,8,2,3,3,0,1,0,0,37,0,0
7,4,18,10,1,0,3,0,1,0,0,55,0,0
20,0,2,9,1,8,5,0,0,0,0,39,0,0
18,0,4,13,0,5,2,0,1,0,0,39,41,0
27,0,14,12,0,3,2,0,1,0,0,49,0,1
38,0,18,9,2,0,3,0,1,0,0,39,0,0
27,5,9,9,0,1,2,0,1,0,0,39,41,0
12,0,12,10,2,7,3,0,0,0,33,41,0,0
24,0,8,10,0,4,2,0,1,0,0,49,0,1
25,1,2,9,0,4,2,0,1,0,0,59,0,0
24,0,15,12,2,3,3,3,0,0,0,54,0,1
26,0,10,9,1,8,3,4,0,0,0,37,0,0
45,1,1,8,0,9,2,0,1,0,47,49,0,0
2,0,14,7,2,7,1,0,1,0,0,29,0,0
43,8,12,8,0,14,2,0,1,0,0,15,0,0
5,8,9,8,2,14,3,0,0,1,0,39,0,0
32,0,6,10,0,0,2,0,1,0,0,49,0,1
25,2,1,12,0,0,2,0,1,0,0,39,0,0
2,8,12,9,2,14,1,0,1,0,0,32,0,0
7,0,13,8,2,3,3,0,0,2,0,39,0,0
44,0,1,8,0,10,2,0,1,0,0,59,0,1
6,0,10,9,2,2,4,4,1,0,0,19,0,0
45,0,7,8,0,7,2,0,1,0,0,39,0,0
9,0,20,8,2,7,3,4,1,0,0,39,0,0
30,0,5,13,2,0,3,0,1,0,0,34,0,1
27,0,17,12,0,4,2,0,1,0,38,39,2,1
27,0,9,11,1,1,3,0,1,0,0,39,0,0
8,0,6,8,2,2,1,4,1,0,34,29,0,0
52,1,20,6,2,9,5,0,1,0,0,19,0,0
15,0,2,8,1,8,5,0,0,0,0,37,0,0
1,0,12,6,2,3,1,0,0,0,0,19,0,0
16,0,14,8,0,1,2,0,1,5,0,47,0,1
34,8,0,13,5,14,4,0,1,0,0,39,0,0
17,0,10,12,0,5,2,0,1,3,0,46,0,1
48,0,17,12,0,5,2,0,1,0,0,39,0,1
4,0,8,8,2,10,1,0,1,0,0,29,0,0
14,0,12,8,3,2,1,0,0,0,0,35,0,0
6,8,14,9,2,14,1,4,1,0,0,39,0,0
27,0,5,9,1,4,3,0,1,0,0,44,0,0
6,0,8,9,2,8,1,0,1,0,0,39,0,0
1,0,1,5,2,9,1,0,1,0,0,19,0,0
31,1,5,8,0,2,0,0,0,0,0,74,16,0
25,0,16,10,2,5,3,0,0,0,0,59,0,0
40,0,11,9,0,1,2,0,1,0,0,49,0,1
48,0,10,8,0,10,2,0,1,0,0,44,0,0
31,0,12,8,0,10,2,0,1,0,0,49,0,1
32,0,10,10,2,8,5,0,1,0,0,39,0,0
15,0,10,13,2,5,3,0,0,0,0,45,0,0
13,0,9,10,2,0,1,0,1,0,0,39,0,0
14,0,8,8,4,8,3,0,0,0,0,39,0,0
16,0,6,8,0,4,2,0,1,0,33,59,0,0
41,0,1,8,4,10,5,0,1,0,13,41,0,1
46,0,11,8,4,2,3,0,0,0,0,39,0,0
23,0,44,8,3,7,5,0,0,0,0,23,0,0
27,0,14,9,2,8,3,0,1,0,0,24,0,0
8,2,10,12,2,3,1,0,1,0,0,39,0,0
26,8,16,6,0,14,2,0,1,0,0,14,0,0
37,0,12,9,0,8,0,0,0,4,0,39,0,1
10,0,18,9,2,6,1,0,1,0,0,39,0,0
57,1,11,8,0,4,2,0,1,0,0,39,0,0
56,8,1,6,4,14,3,0,0,0,0,23,0,0
39,0,6,8,0,7,2,0,1,0,0,39,0,0
9,0,32,8,1,8,3,0,1,0,0,39,0,0
25,0,11,12,1,5,3,0,0,0,0,49,0,1
8,0,20,12,2,4,3,0,1,0,0,49,0,0
47,0,5,8,4,9,3,0,1,0,0,5,0,0
1,0,12,6,2,3,1,0,1,0,0,19,0,0
19,0,8,9,0,1,2,0,1,0,0,49,0,0
35,0,9,9,0,5,2,0,1,0,0,39,0,1
46,4,18,12,4,5,3,0,0,0,0,47,0,0
39,0,25,8,0,1,2,0,1,4,0,39,0,1
27,0,6,9,1,5,3,0,1,0,0,39,0,0
24,4,1,8,1,2,3,0,0,0,0,49,0,0
21,0,5,12,0,4,2,0,1,0,0,44,0,1
23,0,8,12,0,1,2,0,1,0,0,39,0,0
15,0,7,8,2,1,1,0,1,0,0,17,0,0
45,0,6,13,4,5,3,0,0,0,0,39,0,1
10,0,5,10,1,8,3,0,0,0,0,54,0,0
30,1,11,8,0,3,2,0,1,0,0,49,0,0
10,0,5,12,2,5,3,0,0,0,0,39,0,0
32,5,21,15,1,5,1,0,1,0,0,49,0,1
18,0,6,8,2,10,1,0,1,0,0,39,0,0
18,4,10,8,2,8,1,0,0,0,0,39,0,0
43,0,8,8,0,2,2,0,1,0,0,39,0,1
18,0,11,12,2,5,1,0,0,0,0,39,0,0
33,0,1,12,2,4,3,0,0,0,0,55,0,1
2,0,13,6,2,8,1,0,0,0,0,19,0,0
27,0,12,8,0,9,2,0,1,0,0,39,20,0
32,0,18,6,0,4,2,0,1,0,0,49,0,0
12,2,8,9,0,4,2,0,1,0,0,69,0,0
17,0,4,8,0,7,2,0,1,0,0,39,0,0
8,0,20,9,2,3,3,0,0,0,0,14,0,0
5,0,3,5,2,6,3,0,1,0,0,39,0,0
1,0,24,6,2,3,1,0,1,0,0,27,0,0
23,0,11,9,0,9,2,0,1,0,0,49,0,1
13,1,17,12,3,5,1,0,1,0,0,39,0,0
28,0,2,12,0,4,2,0,1,0,0,39,0,1
8,0,7,9,2,10,1,0,1,0,0,49,0,0
55,1,8,13,0,3,2,0,1,10,0,39,0,1
35,1,10,12,0,3,2,1,1,0,48,39,11,1
39,0,18,2,1,2,5,4,1,0,0,24,0,0
25,0,12,12,0,4,2,0,1,0,0,59,0,1
7,0,9,8,2,6,5,4,0,0,0,6,0,0
22,0,26,10,1,8,5,0,0,0,0,39,0,0
23,0,7,8,0,10,2,0,1,0,0,39,0,1
3,0,24,8,2,8,3,0,0,0,0,29,0,0
33,0,4,4,1,7,3,0,0,0,0,39,0,0
16,0,17,12,0,8,4,0,1,0,0,39,15,1
11,0,5,8,0,1,2,0,1,0,0,69,0,0
22,0,5,12,0,3,2,0,1,0,0,49,0,1
17,0,16,9,0,1,0,0,0,0,0,59,0,0
47,8,9,9,0,14,2,0,1,0,0,14,0,0
7,0,13,12,2,4,1,0,1,0,0,27,0,0
17,2,9,9,0,1,2,0,1,0,0,59,41,0
38,1,26,8,0,3,2,4,1,0,0,39,0,0
13,0,11,10,1,0,3,0,0,2,0,44,0,0
32,8,9,9,1,14,5,4,0,0,0,29,0,0
19,1,24,12,2,4,3,0,1,0,0,39,0,0
12,0,10,10,0,8,0,1,0,0,0,39,7,0
21,0,11,12,0,5,2,0,1,7,0,49,0,1
26,1,11,14,0,9,2,0,1,0,0,64,0,1
24,0,10,13,0,5,2,0,1,0,0,39,0,0
31,0,22,9,1,3,1,0,1,0,0,54,0,0
6,0,14,12,2,4,1,0,0,0,0,49,0,0
14,0,5,12,0,4,2,0,1,0,0,44,0,1
12,0,6,8,0,0,2,0,1,0,0,39,0,0
47,4,1,3,0,2,2,0,1,0,0,54,0,0
35,1,11,4,0,1,2,0,1,0,0,19,0,0
6,0,6,8,2,6,1,0,0,0,0,39,0,0
11,8,5,11,0,14,1,2,1,0,0,39,0,0
19,0,9,8,2,3,3,0,1,0,0,44,0,0
30,0,10,8,1,7,3,0,0,0,0,37,0,0
21,0,13,9,1,7,3,0,1,0,0,51,0,0
8,0,12,12,2,5,1,4,1,0,0,14,0,0
21,1,10,8,1,6,1,0,1,0,0,9,0,0
37,0,3,9,0,0,2,0,1,0,0,39,0,0
11,0,5,8,2,3,3,0,1,0,0,29,0,0
22,0,18,9,1,1,3,0,1,0,0,43,0,0
37,1,20,5,0,9,2,0,1,0,0,59,0,0
18,0,11,9,2,1,3,0,1,0,0,39,0,0
7,0,35,8,2,3,1,4,1,0,0,39,0,0
23,0,12,12,0,4,2,0,1,15,0,44,0,1
27,0,9,13,0,5,0,1,0,0,0,49,10,0
51,2,4,8,0,4,2,1,1,0,0,39,0,1
65,1,8,8,0,4,2,0,1,0,0,29,0,0
5,0,11,9,2,2,1,0,1,0,0,19,0,0
7,0,16,9,2,3,3,0,1,0,0,24,0,0
9,0,5,9,2,10,5,0,1,0,0,39,0,0
26,0,17,2,0,7,0,0,0,0,0,37,20,0
22,0,5,9,0,8,0,4,0,0,0,39,0,0
48,8,1,8,0,14,2,0,1,0,0,4,0,0
16,0,16,8,0,7,2,0,1,0,0,39,0,0
21,0,13,8,0,7,2,0,1,0,0,39,0,0
35,0,8,13,0,4,2,0,1,0,0,59,0,1
6,0,5,9,2,3,3,0,0,0,0,41,0,0
17,0,24,1,5,11,3,0,0,0,0,39,31,0
26,0,10,8,1,7,3,0,1,0,0,54,0,0
3,8,2,9,2,14,1,0,0,0,0,9,0,0
35,4,15,0,0,2,2,0,1,0,0,39,0,0
7,0,24,8,0,8,0,0,0,0,0,39,20,0
21,0,11,6,0,7,2,0,1,3,0,43,0,1
21,0,11,8,0,1,2,0,1,0,0,98,0,1
31,0,0,13,2,5,3,0,0,0,0,24,0,0
25,0,8,14,0,5,2,0,1,0,48,39,0,1
17,0,8,8,0,1,2,0,1,0,0,29,0,0
15,0,6,12,2,3,3,0,1,0,0,39,0,1
15,0,4,11,1,2,5,2,0,0,0,39,0,0
19,0,30,8,0,7,2,4,1,0,0,39,0,0
22,2,12,8,0,4,2,0,1,0,0,39,0,1
2,0,19,8,2,2,3,0,0,0,0,44,0,0
4,0,15,8,0,7,2,0,1,0,0,39,0,0
38,4,10,9,1,4,5,4,0,0,0,34,0,0
24,0,11,9,1,8,5,0,0,0,0,39,0,0
20,2,6,12,0,4,0,0,0,0,39,44,0,1
27,0,16,9,1,1,5,0,1,0,0,34,0,0
28,1,21,9,1,9,5,0,1,0,0,39,0,0
28,5,11,8,0,5,0,0,0,0,0,39,0,1
27,0,14,13,0,4,2,0,1,0,0,42,0,1
35,0,17,3,4,2,5,4,0,0,0,39,0,0
2,0,11,8,2,2,1,0,0,0,0,19,0,0
35,0,8,9,0,4,2,0,1,0,0,39,0,0
25,0,15,5,0,1,2,0,1,0,0,29,41,0
28,2,26,9,0,3,2,0,1,0,0,69,0,1
17,4,19,5,1,10,3,0,1,0,0,39,0,0
17,1,7,12,0,4,2,0,1,0,0,39,0,1
26,0,11,11,0,4,2,0,1,0,0,39,0,1
9,0,9,9,0,5,2,0,1,0,0,44,0,0
16,0,10,8,1,7,3,0,0,0,0,37,0,0
16,0,18,12,0,1,2,0,1,0,0,69,20,0
20,0,34,5,1,4,5,0,0,0,0,39,0,0
12,0,3,8,0,10,2,0,1,0,0,39,0,0
4,0,21,8,2,2,1,0,0,0,0,19,0,0
19,2,24,9,0,3,2,0,1,0,0,59,0,1
39,1,12,8,0,1,2,0,1,0,0,19,0,0
32,0,10,12,0,4,2,1,1,0,0,39,7,1
20,8,5,10,4,14,3,0,0,0,0,19,0,0
18,0,12,8,0,1,2,0,1,0,0,34,0,1
12,0,10,12,2,0,3,0,0,0,0,34,0,0
51,0,6,12,4,4,3,0,1,0,47,39,0,1
21,0,12,8,0,1,2,0,1,0,0,39,0,0
28,0,1,8,2,10,5,0,1,0,0,69,0,0
9,0,11,9,2,3,3,0,0,0,0,39,0,0
5,0,16,9,2,4,3,0,0,4,0,39,0,0
24,5,11,13,0,5,2,0,1,0,0,34,0,1
62,0,11,8,4,2,3,4,0,2,0,39,0,0
18,0,10,8,1,6,1,0,1,0,0,39,0,0
33,0,7,8,2,8,3,0,0,0,0,43,0,0
6,0,18,11,2,8,3,0,0,0,0,39,0,0
7,8,11,8,2,14,5,4,0,0,0,39,0,0
44,1,9,8,2,9,5,0,1,0,0,41,0,0
29,4,20,8,4,12,3,0,1,0,0,39,0,1
47,0,16,10,1,2,3,0,0,0,0,19,0,0
25,0,22,8,2,1,1,4,0,0,0,34,0,0
31,0,21,8,1,8,5,0,0,0,0,39,0,0
28,0,7,8,1,1,5,0,1,0,0,39,0,0
35,0,7,9,4,5,3,0,0,3,0,39,0,0
30,0,11,12,2,3,3,0,1,0,30,39,0,0
25,0,12,10,0,7,2,0,1,0,0,39,0,0
